0.200000 3.120000 -6.831999 15.000000
0.210000 3.126000 -6.735339 14.285714
0.220000 3.132000 -6.639752 13.636363
0.230000 3.138000 -6.545233 13.043477
0.240000 3.144000 -6.451776 12.499999
0.250000 3.150000 -6.359375 11.999999
0.260000 3.156000 -6.268024 11.538461
0.270000 3.162000 -6.177717 11.111111
0.280000 3.168000 -6.088448 10.714286
0.290000 3.174000 -6.000211 10.344828
0.300000 3.180000 -5.913001 10.000001
0.310000 3.186000 -5.826809 9.677421
0.320000 3.192000 -5.741632 9.375001
0.330000 3.198000 -5.657464 9.090910
0.340000 3.204000 -5.574296 8.823531
0.350000 3.210000 -5.492126 8.571430
0.360000 3.216000 -5.410945 8.333335
0.370000 3.222000 -5.330748 8.108110
0.380000 3.228000 -5.251529 7.894739
0.390000 3.234000 -5.173282 7.692310
0.400000 3.240000 -5.096001 7.500002
0.410000 3.246000 -5.019680 7.317075
0.420000 3.252000 -4.944313 7.142859
0.430000 3.258000 -4.869894 6.976747
0.440000 3.264000 -4.796417 6.818184
0.450000 3.270000 -4.723876 6.666669
0.460000 3.276000 -4.652266 6.521741
0.470000 3.282000 -4.581578 6.382981
0.480000 3.288000 -4.511809 6.250002
0.490000 3.294000 -4.442953 6.122451
0.500000 3.300000 -4.375002 6.000002
0.510000 3.306000 -4.307951 5.882355
0.520000 3.312000 -4.241794 5.769233
0.530000 3.318000 -4.176525 5.660379
0.540000 3.324000 -4.112138 5.555558
0.550000 3.330000 -4.048627 5.454548
0.560000 3.336000 -3.985986 5.357145
0.570000 3.342000 -3.924209 5.263160
0.580000 3.348000 -3.863290 5.172416
0.590000 3.354000 -3.803223 5.084748
0.600000 3.360000 -3.744002 5.000002
0.610000 3.366000 -3.685621 4.918035
0.620000 3.372000 -3.628074 4.838712
0.630000 3.378000 -3.571355 4.761907
0.640000 3.384000 -3.515458 4.687502
0.650000 3.390000 -3.460377 4.615387
0.660000 3.396000 -3.406106 4.545457
0.670000 3.402000 -3.352639 4.477614
0.680000 3.408000 -3.299970 4.411767
0.690000 3.414000 -3.248093 4.347828
0.700000 3.420000 -3.197002 4.285717
0.710000 3.426000 -3.146691 4.225354
0.720000 3.432000 -3.097154 4.166669
0.730000 3.438000 -3.048385 4.109591
0.740000 3.444000 -3.000378 4.054056
0.750000 3.450000 -2.953127 4.000002
0.760000 3.456000 -2.906626 3.947371
0.770000 3.462000 -2.860869 3.896106
0.780000 3.468000 -2.815850 3.846156
0.790000 3.474000 -2.771563 3.797471
0.800000 3.480000 -2.728002 3.750002
0.810000 3.486000 -2.685161 3.703706
0.820000 3.492000 -2.643034 3.658539
0.830000 3.498000 -2.601615 3.614460
